Cliente Cabecera;Año Anterior;Proyecto Editorial;Año;Año Actual;Ejemplares;Facturación;CCAA;Titularidad;Código MEC;Estado Cliente;IdEducamos;Asignatura;Curso;TME;TS;Lengua;Etapa;Aulas;TARGET;SampleWeight
117253;05_EDB;;2017;90_NUS;16;287,52;Cataluña;Católico;8006313;4;EDU1795;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;1;T;20
117484;06_EDV;;2017;06_EDV;79;1419,63;Cataluña;Católico;8017402;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;4;F;20
117534;03_SAN;16PROYSAN1;2017;03_SAN;50;898,5;Cataluña;Privado;8016501;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;19,984694
125190;03_SAN;16PROYSAN1;2017;03_SAN;55;988,35;Cataluña;Privado;25002350;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;3;F;19,984694
132160;03_SAN;;2017;03_SAN;50;898,5;Cataluña;Público;43004979;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20,000612
165474;08_VIV;;2017;08_VIV;53;952,41;Islas Baleares;Católico;7000111;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;3;F;19,96
168338;05_EDB;PROYEDB14;2017;05_EDB;4;71,88;Cataluña;Público;43005534;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,000612
174180;03_SAN;16PROYSAN1;2017;03_SAN;29;521,13;Cataluña;Católico;8027353;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20
202317;03_SAN;;2017;03_SAN;27;485,19;Cataluña;Católico;43004372;4;EDU815;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20
121263;03_SAN;PROYSAN10;2017;03_SAN;14;268,66;Galicia;Privado;15010071;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;19,963542
128464;02_ANA;;2017;02_ANA;25;479,75;Galicia;Católico;36000417;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,039604
140544;01_SM;0000000443;2017;01_SM;21;402,99;Galicia;Público;32004118;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
164859;03_SAN;PROYSAN10;2017;03_SAN;8;153,52;Galicia;Público;15022577;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
164867;03_SAN;PROYSAN10;2017;03_SAN;31;594,89;Galicia;Público;15007621;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
164889;05_EDB;PROYEDB14;2017;05_EDB;51;978,69;Galicia;Público;15027253;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;3;F;20,00417
165164;06_EDV;PROYEDV13;2017;06_EDV;11;211,09;Galicia;Público;32001671;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165166;03_SAN;PROYSAN10;2017;03_SAN;1;19,19;Galicia;Público;32015025;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165173;06_EDV;PROYEDV13;2017;06_EDV;1;19,19;Galicia;Público;32015918;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165258;03_SAN;PROYSAN10;2017;03_SAN;13;249,47;Galicia;Público;36009032;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165502;08_VIV;;2017;90_NUS;10;191,9;Galicia;Público;36015950;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;T;20,00417
165593;01_SM;0000000443;2017;01_SM;111;2130,09;Galicia;Público;15025220;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;5;F;20,00417
165705;03_SAN;PROYSAN10;2017;90_NUS;18;345,42;Galicia;Público;15002025;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;T;20,00417
166853;06_EDV;PROYEDV13;2017;06_EDV;3;57,57;Galicia;Público;32016236;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
167104;02_ANA;PROYANA2;2017;90_NUS;25;479,75;Galicia;Público;36009998;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;T;20,00417
167983;06_EDV;PROYEDV13;2017;02_ANA;14;268,66;Galicia;Público;15025542;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
169368;03_SAN;PROYSAN10;2017;90_NUS;13;249,47;Galicia;Público;27006048;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;T;20,00417
169695;01_SM;0000000443;2017;01_SM;20;383,8;Galicia;Público;36014738;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
169757;02_ANA;PROYANA2;2017;02_ANA;36;690,84;Galicia;Público;36015241;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
170197;02_ANA;PROYANA2;2017;02_ANA;43;825,17;Galicia;Público;32000058;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
170247;08_VIV;;2017;08_VIV;22;422,18;Galicia;Público;32011755;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
170722;02_ANA;PROYANA2;2017;06_EDV;73;1400,87;Galicia;Católico;15015378;4;EDU704;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;3;F;20,039604
171699;02_ANA;PROYANA2;2017;02_ANA;47;901,93;Galicia;Católico;36001008;4;EDU1285;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,039604
171710;08_VIV;;2017;08_VIV;28;537,32;Galicia;Público;15003200;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
171812;03_SAN;PROYSAN10;2017;03_SAN;3;57,57;Galicia;Público;32005408;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
173425;08_VIV;;2017;08_VIV;12;230,28;Galicia;Público;15002761;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
197334;06_EDV;;2017;06_EDV;42;805,98;Galicia;Privado;36010216;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;19,963542
208909;01_SM;0000000443;2017;01_SM;17;326,23;Galicia;Católico;36003960;4;EDU1811;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,039604
114148;02_ANA;PROYANA2;2017;02_ANA;5;95,95;Castilla la Mancha;Público;2001688;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
114643;06_EDV;PROYEDV13;2017;06_EDV;44;844,36;Comunidad Valenciana;Católico;3001143;4;EDU1068;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,996226
114653;01_SM;0000000443;2017;01_SM;79;1516,01;Comunidad Valenciana;Católico;3006736;4;EDU1072;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,996226
114667;03_SAN;PROYSAN10;2017;03_SAN;53;1017,07;Comunidad Valenciana;Privado;0;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99278
115144;03_SAN;PROYSAN10;2017;03_SAN;85;1631,15;Comunidad Valenciana;Público;3012323;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;20,000961
115216;03_SAN;PROYSAN10;2017;03_SAN;48;921,12;Comunidad Valenciana;Público;3004685;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
115533;03_SAN;PROYSAN10;2017;03_SAN;42;531,3;Andalucía;Público;4001795;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
115550;01_SM;0000000443;2017;01_SM;25;314,5;Andalucía;Público;4601610;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
115572;06_EDV;PROYEDV13;2017;06_EDV;12;151,8;Andalucía;Público;4003378;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
115624;02_ANA;;2017;02_ANA;17;215,05;Andalucía;Público;4002039;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
115648;06_EDV;PROYEDV13;2017;06_EDV;25;316,25;Andalucía;Católico;4000951;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,998845
115665;02_ANA;15PROYANA1;2017;02_ANA;14;177,1;Andalucía;Público;4005211;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
116070;08_VIV;;2017;08_VIV;54;1036,26;Extremadura;Católico;6000770;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,990476
116103;01_SM;0000000443;2017;01_SM;4;76,76;Extremadura;Público;6001762;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
116155;03_SAN;PROYSAN10;2017;03_SAN;45;863,55;Extremadura;Público;6004258;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002581
116180;03_SAN;PROYSAN10;2017;03_SAN;39;748,41;Extremadura;Público;6004763;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002581
116203;03_SAN;;2017;03_SAN;21;402,99;Extremadura;Público;6001324;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
116236;08_VIV;;2017;08_VIV;37;710,03;Extremadura;Público;6000071;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002581
118973;02_ANA;PROYANA2;2017;02_ANA;3;57,57;Castilla y León;Público;9002251;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
119136;01_SM;0000000443;2017;01_SM;52;997,88;Extremadura;Católico;10004676;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,990476
119206;01_SM;0000000443;2017;01_SM;15;287,85;Extremadura;Público;10002515;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
119549;08_VIV;;2017;08_VIV;74;936,1;Andalucía;Público;11007028;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
119678;03_SAN;PROYSAN10;2017;03_SAN;72;910,8;Andalucía;Público;11004465;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
119738;01_SM;0000000443;2017;01_SM;18;226,44;Andalucía;Público;11007363;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
119759;03_SAN;PROYSAN10;2017;03_SAN;51;645,15;Andalucía;Público;11602851;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
119793;03_SAN;PROYSAN10;2017;03_SAN;76;961,4;Andalucía;Público;11002201;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
119824;06_EDV;PROYEDV13;2017;06_EDV;1;12,65;Andalucía;Público;11011287;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
120589;08_VIV;;2017;08_VIV;30;575,7;Castilla la Mancha;Público;13001030;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995748
120636;03_SAN;PROYSAN10;2017;03_SAN;22;422,18;Castilla la Mancha;Público;13001479;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
120674;02_ANA;PROYANA2;2017;02_ANA;1;19,19;Castilla la Mancha;Público;13002423;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
120681;01_SM;0000000443;2017;01_SM;55;1055,45;Castilla la Mancha;Público;13001935;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
120724;02_ANA;PROYANA2;2017;02_ANA;55;1055,45;Castilla la Mancha;Público;13004882;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
120915;08_VIV;;2017;08_VIV;72;910,8;Andalucía;Público;14003186;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
120952;02_ANA;15PROYANA1;2017;02_ANA;11;139,15;Andalucía;Público;14005420;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
121000;02_ANA;15PROYANA1;2017;02_ANA;44;556,6;Andalucía;Público;14000070;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
121033;08_VIV;;2017;08_VIV;22;278,3;Andalucía;Público;14001761;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
121088;01_SM;0000000443;2017;01_SM;7;88,06;Andalucía;Público;14007222;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
121093;03_SAN;PROYSAN10;2017;03_SAN;48;607,2;Andalucía;Público;14001505;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
121647;01_SM;0000000443;2017;01_SM;11;211,09;Castilla la Mancha;Público;16009398;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
122190;02_ANA;15PROYANA1;2017;02_ANA;19;240,35;Andalucía;Público;18001238;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
122220;03_SAN;PROYSAN10;2017;03_SAN;50;632,5;Andalucía;Público;18002139;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
122249;03_SAN;PROYSAN10;2017;03_SAN;51;645,15;Andalucía;Público;18008749;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
122798;01_SM;0000000443;2017;06_EDV;14;263,34;Castilla la Mancha;Público;19001933;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
123278;02_ANA;15PROYANA1;2017;02_ANA;77;974,05;Andalucía;Público;21000863;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
123322;02_ANA;15PROYANA1;2017;02_ANA;6;75,9;Andalucía;Público;21002173;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
123332;02_ANA;15PROYANA1;2017;02_ANA;2;25,3;Andalucía;Público;21600921;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
123506;01_SM;0000000443;2017;01_SM;15;287,85;Aragón;Público;22010529;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,018908
123868;02_ANA;PROYANA2;2017;02_ANA;47;594,55;Andalucía;Público;23002991;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
123902;01_SM;0000000443;2017;01_SM;70;880,6;Andalucía;Público;23003922;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
123936;01_SM;0000000443;2017;01_SM;49;616,42;Andalucía;Público;23002796;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
124028;06_EDV;PROYEDV13;2017;06_EDV;22;278,3;Andalucía;Católico;23004483;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,998845
124031;03_SAN;PROYSAN10;2017;03_SAN;42;531,3;Andalucía;Público;23000982;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
124316;01_SM;0000000443;2017;01_SM;28;537,32;Islas Canarias;Privado;35003290;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,057143
124900;01_SM;0000000443;2017;01_SM;23;441,37;Castilla y León;Católico;24005525;4;EDU414;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,005405
124976;06_EDV;PROYEDV13;2017;06_EDV;9;172,71;Castilla y León;Público;24013571;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
125041;01_SM;0000000443;2017;01_SM;6;115,14;Castilla y León;Público;24018167;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
125429;01_SM;0000000443;2017;01_SM;49;940,31;La Rioja;Católico;26000269;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,938776
125503;01_SM;0000000443;2017;01_SM;31;594,89;La Rioja;Público;26000087;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,015748
125509;03_SAN;PROYSAN10;2017;03_SAN;8;153,52;La Rioja;Público;26001717;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,015748
125515;03_SAN;PROYSAN10;2017;03_SAN;29;556,51;La Rioja;Público;26000919;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,015748
126035;02_ANA;PROYANA2;2017;02_ANA;9;113,85;Andalucía;Público;29011370;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
126060;02_ANA;15PROYANA1;2017;02_ANA;115;1454,75;Andalucía;Público;29002125;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;5;F;19,99882
126083;02_ANA;15PROYANA1;2017;02_ANA;76;961,4;Andalucía;Público;29601732;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
126174;03_SAN;PROYSAN10;2017;03_SAN;54;683,1;Andalucía;Público;29010171;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
126275;02_ANA;PROYANA2;2017;02_ANA;25;316,25;Andalucía;Público;29006684;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
126609;06_EDV;PROYEDV13;2017;06_EDV;54;1036,26;Murcia;Privado;30012926;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,034483
126619;02_ANA;PROYANA2;2017;02_ANA;26;498,94;Murcia;Público;30009393;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,990463
126628;03_SAN;PROYSAN10;2017;03_SAN;21;402,99;Murcia;Público;30000146;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126672;03_SAN;PROYSAN10;2017;03_SAN;10;191,9;Murcia;Público;30007141;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126679;03_SAN;PROYSAN10;2017;03_SAN;8;153,52;Murcia;Público;30004346;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126687;02_ANA;PROYANA2;2017;02_ANA;14;268,66;Murcia;Público;30002911;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126709;03_SAN;PROYSAN10;2017;03_SAN;12;230,28;Murcia;Público;30003007;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126772;03_SAN;PROYSAN10;2017;03_SAN;19;364,61;Murcia;Público;30011326;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
126871;01_SM;0000000443;2017;01_SM;25;479,75;Murcia;Público;30004292;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
127252;01_SM;0000000443;2017;01_SM;5;95,95;Navarra;Público;31004287;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,991701
127558;08_VIV;;2017;08_VIV;64;1228,16;Asturias;Público;33021859;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,010127
127578;08_VIV;;2017;08_VIV;50;959,5;Asturias;Público;33013103;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,010127
128044;02_ANA;PROYANA2;2017;02_ANA;2;38,38;Asturias;Público;33027953;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,010127
128047;03_SAN;PROYSAN10;2017;03_SAN;3;57,57;Asturias;Público;33020156;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,010127
128126;02_ANA;PROYANA2;2017;02_ANA;13;249,47;Asturias;Público;33010655;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,010127
128254;03_SAN;PROYSAN10;2017;03_SAN;14;268,66;Castilla y León;Público;34001418;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
128874;01_SM;0000000443;2017;01_SM;57;1093,83;Castilla y León;Católico;37008965;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,005405
128905;03_SAN;PROYSAN10;2017;03_SAN;12;230,28;Castilla y León;Público;37002082;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
128913;03_SAN;PROYSAN10;2017;03_SAN;25;479,75;Castilla y León;Católico;37005733;3;EDU1045;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,005405
128954;03_SAN;PROYSAN10;2017;03_SAN;28;537,32;Castilla y León;Público;37009684;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995378
129017;03_SAN;PROYSAN10;2017;03_SAN;16;307,04;Castilla y León;Público;37005228;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
129517;08_VIV;;2017;08_VIV;15;287,85;Islas Canarias;Público;38001267;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
130172;03_SAN;;2017;03_SAN;25;316,25;Andalucía;Público;41012365;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
130194;03_SAN;PROYSAN10;2017;03_SAN;12;151,8;Andalucía;Público;41003212;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
130274;02_ANA;;2017;02_ANA;43;543,95;Andalucía;Público;41001161;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130316;03_SAN;PROYSAN10;2017;03_SAN;46;581,9;Andalucía;Público;41004915;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130327;03_SAN;;2017;03_SAN;34;430,1;Andalucía;Público;41007552;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130617;01_SM;0000000443;2017;01_SM;33;415,14;Andalucía;Público;41002177;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130665;03_SAN;;2017;03_SAN;49;619,85;Andalucía;Público;41000171;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130694;01_SM;0000000443;2017;01_SM;50;629;Andalucía;Público;41003637;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130765;02_ANA;;2017;02_ANA;74;936,1;Andalucía;Público;41000570;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
130847;03_SAN;PROYSAN10;2017;03_SAN;39;493,35;Andalucía;Público;41009652;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130863;06_EDV;PROYEDV13;2017;06_EDV;50;632,5;Andalucía;Público;41001628;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130895;03_SAN;PROYSAN10;2017;03_SAN;50;632,5;Andalucía;Público;41602429;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
130925;02_ANA;15PROYANA1;2017;02_ANA;53;670,45;Andalucía;Privado;41010514;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,019074
130934;03_SAN;PROYSAN10;2017;03_SAN;20;253;Andalucía;Público;41002426;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
132239;03_SAN;PROYSAN10;2017;03_SAN;46;882,74;Aragón;Católico;44003041;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,062069
132243;03_SAN;PROYSAN10;2017;03_SAN;29;556,51;Aragón;Público;44003107;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,018908
132330;03_SAN;PROYSAN10;2017;03_SAN;25;479,75;Aragón;Público;44003636;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,018908
132687;01_SM;0000000443;2017;01_SM;4;76,76;Castilla la Mancha;Público;45001118;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
132709;03_SAN;PROYSAN10;2017;03_SAN;47;901,93;Castilla la Mancha;Público;45002810;3;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995748
132760;03_SAN;PROYSAN10;2017;03_SAN;51;978,69;Castilla la Mancha;Público;45004201;4;;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
132958;03_SAN;PROYSAN10;2017;03_SAN;58;1113,02;Comunidad Valenciana;Católico;46010930;4;EDU283;Ciencias de la naturaleza;1º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,996226
