Cliente Cabecera;Año Anterior;Proyecto Editorial;Año;Año Actual;Ejemplares;Facturación;CCAA;Titularidad;Código MEC;Estado Cliente;IdEducamos;Asignatura;Curso;TME;TS;Lengua;Etapa;Aulas;TARGET;SampleWeight
173497;03_SAN;PROYSAN10;2017;03_SAN;56;856,8;Andalucía;Público;41000132;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
173893;02_ANA;PROYANA2;2017;02_ANA;25;478,5;Murcia;Público;30010760;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
173920;01_SM;0000000443;2017;01_SM;22;421,08;Comunidad Valenciana;Público;3000151;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
173981;08_VIV;;2017;08_VIV;46;703,8;Andalucía;Público;41010198;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
174146;01_SM;0000000443;2017;01_SM;32;623,68;Andalucía;Público;18007897;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
174293;03_SAN;PROYSAN10;2017;03_SAN;11;168,3;Andalucía;Público;4001072;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
174456;01_SM;0000000443;2017;01_SM;5;95,7;Extremadura;Público;6004647;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
174499;03_SAN;PROYSAN10;2017;03_SAN;19;363,66;Islas Canarias;Público;38010426;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
174503;03_SAN;PROYSAN10;2017;03_SAN;79;1512,06;Madrid;Público;28044434;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;20,002967
175102;01_SM;0000000443;2017;90_NUS;52;978,12;Castilla la Mancha;Católico;2000544;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;T;20,034483
177962;03_SAN;PROYSAN10;2017;03_SAN;25;382,5;Andalucía;Público;41000740;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
178040;03_SAN;PROYSAN10;2017;03_SAN;47;719,1;Andalucía;Público;41000636;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
178103;01_SM;0000000443;2017;90_NUS;53;996,93;Islas Canarias;Público;35013672;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;T;20,011076
179961;02_ANA;PROYANA2;2017;02_ANA;22;421,08;Islas Canarias;Público;35003903;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
180461;02_ANA;15PROYANA1;2017;02_ANA;76;1162,8;Andalucía;Público;4003755;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
180575;02_ANA;PROYANA2;2017;02_ANA;19;363,66;Castilla y León;Público;47010949;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
181218;01_SM;0000000443;2017;90_NUS;3;56,43;Murcia;Público;30004450;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;T;19,990463
181252;01_SM;0000000443;2017;01_SM;22;421,08;Cantabria;Público;39006297;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,976959
181853;03_SAN;PROYSAN10;2017;03_SAN;99;1894,86;Madrid;Público;28062114;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;20,002967
181918;03_SAN;PROYSAN10;2017;03_SAN;32;489,6;Andalucía;Público;29001297;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
183871;03_SAN;PROYSAN10;2017;03_SAN;1;19,14;Asturias;Público;33028015;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,010127
186314;02_ANA;15PROYANA1;2017;02_ANA;78;1193,4;Andalucía;Público;4004383;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
187002;03_SAN;PROYSAN10;2017;03_SAN;126;2411,64;Madrid;Privado;28065772;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;6;F;19,994036
187671;03_SAN;PROYSAN10;2017;03_SAN;23;440,22;Islas Canarias;Público;38003537;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
187861;06_EDV;PROYEDV13;2017;06_EDV;75;1147,5;Andalucía;Público;18002531;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
194247;06_EDV;PROYEDV13;2017;06_EDV;61;1167,54;Castilla la Mancha;Público;45012104;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
196474;03_SAN;PROYSAN10;2017;03_SAN;29;555,06;Islas Canarias;Público;38015138;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,011076
196585;06_EDV;PROYEDV13;2017;06_EDV;50;765;Andalucía;Público;41017132;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
196885;03_SAN;PROYSAN10;2017;03_SAN;75;1147,5;Andalucía;Público;29009338;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
197247;03_SAN;PROYSAN10;2017;03_SAN;18;344,34;Comunidad Valenciana;Público;3002883;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
198962;02_ANA;PROYANA2;2017;02_ANA;22;421,08;Islas Canarias;Público;35008378;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
200140;01_SM;0000000443;2017;01_SM;69;1320,66;Madrid;Católico;28014867;4;EDU523;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,019108
206421;01_SM;0000000443;2017;01_SM;19;363,66;Aragón;Católico;50007194;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,062069
207081;08_VIV;;2017;08_VIV;90;1377;Andalucía;Público;0;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,99882
209179;06_EDV;PROYEDV13;2017;06_EDV;90;1722,6;Castilla la Mancha;Católico;13001297;4;EDU1619;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;20,034483
209679;01_SM;0000000443;2017;01_SM;17;325,38;Extremadura;Público;6002419;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
210318;03_SAN;PROYSAN10;2017;03_SAN;39;746,46;Islas Canarias;Católico;38005108;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,12
210498;01_SM;0000000443;2017;01_SM;3;57,42;Extremadura;Público;10002369;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
114388;05_EDB;PROYEDB14;2017;05_EDB;54;1033,02;Comunidad Valenciana;Católico;3003073;4;EDU1486;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;19,996226
114552;03_SAN;PROYSAN10;2017;03_SAN;29;554,77;Comunidad Valenciana;Público;3006104;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
115012;03_SAN;PROYSAN10;2017;03_SAN;21;401,73;Comunidad Valenciana;Público;3004673;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
115031;03_SAN;PROYSAN10;2017;03_SAN;45;860,85;Comunidad Valenciana;Público;3004600;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
115039;02_ANA;PROYANA2;2017;02_ANA;79;1511,27;Comunidad Valenciana;Público;3009622;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;4;F;20,000961
115096;01_SM;0000000443;2017;01_SM;51;976,14;Comunidad Valenciana;Público;3012049;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;20,000961
115147;02_ANA;PROYANA2;2017;02_ANA;24;459,12;Comunidad Valenciana;Público;3010211;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
115150;02_ANA;PROYANA2;2017;02_ANA;13;248,69;Comunidad Valenciana;Público;3011914;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
115184;01_SM;0000000443;2017;01_SM;25;478,5;Comunidad Valenciana;Público;3009749;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
115255;01_SM;0000000443;2017;01_SM;41;784,74;Comunidad Valenciana;Público;3008873;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
115264;08_VIV;;2017;08_VIV;40;765,2;Comunidad Valenciana;Público;3002101;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
115281;03_SAN;PROYSAN10;2017;03_SAN;54;1033,02;Comunidad Valenciana;Público;3001854;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;20,000961
120171;03_SAN;PROYSAN10;2017;90_NUS;64;1224,32;Comunidad Valenciana;Público;12004461;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;T;20,000961
120203;02_ANA;PROYANA2;2017;02_ANA;48;918,24;Comunidad Valenciana;Público;12000856;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
132958;03_SAN;PROYSAN10;2017;03_SAN;56;1071,28;Comunidad Valenciana;Católico;46010930;4;EDU283;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;19,996226
132979;03_SAN;PROYSAN10;2017;03_SAN;25;478,25;Comunidad Valenciana;Público;46012151;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
133088;06_EDV;PROYEDV13;2017;06_EDV;82;1568,66;Comunidad Valenciana;Católico;46011879;4;EDU606;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;4;F;19,996226
133094;02_ANA;PROYANA2;2017;02_ANA;45;860,85;Comunidad Valenciana;Público;46015071;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
133243;03_SAN;PROYSAN10;2017;03_SAN;25;478,25;Comunidad Valenciana;Público;46000729;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
133376;01_SM;0000000443;2017;01_SM;25;478,5;Comunidad Valenciana;Público;46001898;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
133402;24_BRO;;2017;24_BRO;23;439,99;Comunidad Valenciana;Público;46017225;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
133413;34_OTR;;2017;05_EDB;40;765,2;Comunidad Valenciana;Público;46017471;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
133461;24_BRO;;2017;03_SAN;31;593,03;Comunidad Valenciana;Público;46012604;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
133473;03_SAN;PROYSAN10;2017;90_NUS;16;306,08;Comunidad Valenciana;Público;46016798;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;T;20,000961
133475;08_VIV;;2017;08_VIV;75;1434,75;Comunidad Valenciana;Público;46006185;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;20,000961
133803;24_BRO;;2017;24_BRO;11;210,43;Comunidad Valenciana;Público;46002741;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
133824;01_SM;0000000443;2017;01_SM;59;1129,26;Comunidad Valenciana;Católico;46008686;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;19,996226
133968;02_ANA;PROYANA2;2017;02_ANA;26;497,38;Comunidad Valenciana;Público;46014984;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
133972;01_SM;0000000443;2017;01_SM;47;899,58;Comunidad Valenciana;Público;46013475;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
133982;03_SAN;PROYSAN10;2017;03_SAN;55;1052,15;Comunidad Valenciana;Público;46019866;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;3;F;20,000961
133984;03_SAN;PROYSAN10;2017;03_SAN;36;688,68;Comunidad Valenciana;Público;46019805;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
164146;08_VIV;;2017;08_VIV;27;516,51;Comunidad Valenciana;Público;46007815;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
165519;01_SM;0000000443;2017;01_SM;24;459,36;Comunidad Valenciana;Público;46005077;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
170318;01_SM;0000000443;2017;01_SM;25;478,5;Comunidad Valenciana;Público;46034752;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
170730;02_ANA;PROYANA2;2017;02_ANA;36;688,68;Comunidad Valenciana;Público;46003743;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
170854;24_BRO;;2017;24_BRO;12;229,56;Comunidad Valenciana;Público;12000194;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
170995;03_SAN;PROYSAN10;2017;03_SAN;24;459,12;Comunidad Valenciana;Privado;46011481;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;19,99278
171449;03_SAN;PROYSAN10;2017;03_SAN;17;325,21;Comunidad Valenciana;Público;46013487;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
172145;06_EDV;PROYEDV13;2017;02_ANA;29;554,77;Comunidad Valenciana;Católico;46006768;4;EDU1522;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;19,996226
172395;03_SAN;PROYSAN10;2017;03_SAN;24;459,12;Comunidad Valenciana;Público;46006823;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
172834;03_SAN;PROYSAN10;2017;03_SAN;28;535,64;Comunidad Valenciana;Público;46012631;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
173978;08_VIV;;2017;01_SM;10;191,4;Comunidad Valenciana;Público;46021125;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
174051;06_EDV;PROYEDV13;2017;06_EDV;27;516,51;Comunidad Valenciana;Católico;46004701;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;19,996226
174273;03_SAN;PROYSAN10;2017;03_SAN;19;363,47;Comunidad Valenciana;Privado;3001829;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;19,99278
180464;02_ANA;PROYANA2;2017;02_ANA;29;554,77;Comunidad Valenciana;Público;46023158;3;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;2;F;20,000961
181446;02_ANA;PROYANA2;2017;02_ANA;81;1549,53;Comunidad Valenciana;Público;46024096;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;4;F;20,000961
195248;02_ANA;PROYANA2;2017;02_ANA;24;459,12;Comunidad Valenciana;Público;46030001;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Valenciano;Primaria;1;F;20,000961
168871;01_SM;0000000443;2017;01_SM;1;19,14;País Vasco;Público;1000238;4;;Ciencias de la naturaleza;3º Primaria;Básico;PAPEL;Euskera;Primaria;1;F;19,997006
116582;08_VIV;;2017;08_VIV;27;496,8;Islas Baleares;Católico;7001447;4;EDU1398;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;19,96
116720;03_SAN;;2017;03_SAN;45;828;Islas Baleares;Público;7007255;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20,023697
117207;05_EDB;15PROYEDB5;2017;05_EDB;54;993,6;Cataluña;Católico;8024340;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;3;F;20
117325;03_SAN;;2017;03_SAN;83;1527,2;Cataluña;Privado;0;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;4;F;19,984694
117327;06_EDV;;2017;06_EDV;28;515,2;Cataluña;Privado;8029908;4;EDU902;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;19,984694
117329;05_EDB;;2017;05_EDB;25;460;Cataluña;Católico;8028655;4;EDU1597;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20
117332;03_SAN;;2017;03_SAN;50;920;Cataluña;Privado;8000864;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;19,984694
117423;03_SAN;;2017;03_SAN;51;938,4;Cataluña;Católico;8010171;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;3;F;20
117596;06_EDV;;2017;06_EDV;3;55,2;Cataluña;Público;8023141;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,000612
117782;17_CST;;2017;17_CST;8;147,2;Cataluña;Público;8026415;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,000612
123497;03_SAN;16PROYSAN4;2017;03_SAN;23;440,22;Aragón;Público;22001875;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,018908
166672;03_SAN;16PROYSAN4;2017;03_SAN;55;1012;Islas Baleares;Público;7002567;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;3;F;20,023697
169243;06_EDV;;2017;06_EDV;1;18,4;Cataluña;Público;8015648;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,000612
169833;03_SAN;;2017;03_SAN;16;294,4;Islas Baleares;Católico;7001711;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;19,96
172981;03_SAN;;2017;03_SAN;50;920;Cataluña;Público;8024856;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20,000612
181048;05_EDB;;2017;05_EDB;20;368;Cataluña;Público;8030807;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;1;F;20,000612
193843;03_SAN;16PROYSAN4;2017;03_SAN;34;625,6;Cataluña;Público;25001928;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20,000612
205476;03_SAN;16PROYSAN4;2017;03_SAN;50;920;Cataluña;Católico;8007858;4;EDU906;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Catalán;Primaria;2;F;20
169627;03_SAN;;2017;03_SAN;24;321,6;Islas Baleares;Público;7004311;4;;Ciencias de la naturaleza;4º Primaria;Básico;DIGITAL;Catalán;Primaria;1;F;20,023697
121280;01_SM;0000000443;2017;01_SM;26;497,64;Galicia;Privado;15015482;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;19,963542
125649;03_SAN;15PROYSAN1;2017;03_SAN;43;823,02;Galicia;Católico;27007223;4;EDU579;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,039604
128482;02_ANA;15PROYANA2;2017;02_ANA;25;478,5;Galicia;Privado;36011491;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;19,963542
128505;03_SAN;15PROYSAN1;2017;03_SAN;26;497,64;Galicia;Privado;36019633;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;19,963542
164804;08_VIV;;2017;08_VIV;70;1339,8;Galicia;Público;15021627;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;3;F;20,00417
164810;02_ANA;15PROYANA2;2017;02_ANA;10;191,4;Galicia;Público;15013230;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
164854;03_SAN;15PROYSAN1;2017;03_SAN;3;57,42;Galicia;Público;15024227;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
164884;02_ANA;15PROYANA2;2017;02_ANA;20;382,8;Galicia;Público;15023740;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165172;06_EDV;15PROYEDV5;2017;06_EDV;4;76,56;Galicia;Público;32006000;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165207;03_SAN;15PROYSAN1;2017;03_SAN;4;76,56;Galicia;Público;32001002;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165321;03_SAN;15PROYSAN1;2017;03_SAN;13;248,82;Galicia;Público;36019104;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
165704;03_SAN;15PROYSAN1;2017;03_SAN;29;555,06;Galicia;Público;15002050;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
166192;08_VIV;;2017;08_VIV;58;1110,12;Galicia;Público;27016674;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;3;F;20,00417
166378;01_SM;0000000443;2017;01_SM;24;459,36;Galicia;Público;15021524;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
168179;03_SAN;15PROYSAN1;2017;03_SAN;28;535,92;Galicia;Público;36012584;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
169503;03_SAN;15PROYSAN1;2017;03_SAN;33;631,62;Galicia;Público;36005555;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
169547;03_SAN;15PROYSAN1;2017;03_SAN;2;38,28;Galicia;Público;27012887;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
169870;08_VIV;;2017;08_VIV;39;746,46;Galicia;Público;36018422;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
170926;02_ANA;15PROYANA2;2017;02_ANA;8;153,12;Galicia;Público;27014847;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
171218;01_SM;0000000443;2017;01_SM;26;497,64;Galicia;Público;15021548;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
171541;02_ANA;15PROYANA2;2017;02_ANA;50;957;Galicia;Público;36006377;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
171645;01_SM;0000000443;2017;01_SM;50;957;Galicia;Público;15015676;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
172504;01_SM;0000000443;2017;01_SM;37;708,18;Galicia;Público;27002584;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
173105;01_SM;0000000443;2017;01_SM;57;1090,98;Galicia;Público;27012012;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;3;F;20,00417
173183;01_SM;0000000443;2017;01_SM;26;497,64;Galicia;Público;15023363;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
173634;03_SAN;15PROYSAN1;2017;03_SAN;24;459,36;Galicia;Público;36007035;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
173838;03_SAN;15PROYSAN1;2017;03_SAN;2;38,28;Galicia;Público;27015979;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
174032;03_SAN;15PROYSAN1;2017;03_SAN;11;210,54;Galicia;Público;27000541;3;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,00417
174304;06_EDV;15PROYEDV5;2017;06_EDV;31;593,34;Galicia;Público;15000569;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
174940;08_VIV;;2017;08_VIV;33;631,62;Galicia;Público;27013697;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
189459;03_SAN;15PROYSAN1;2017;03_SAN;41;784,74;Galicia;Público;32020781;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;2;F;20,00417
202148;02_ANA;15PROYANA2;2017;02_ANA;13;248,82;Galicia;Católico;36009123;3;EDU2381;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;20,039604
206986;02_ANA;15PROYANA2;2017;02_ANA;22;421,08;Galicia;Privado;0;4;EDU1735;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Gallego;Primaria;1;F;19,963542
114127;02_ANA;;2017;02_ANA;13;248,82;Castilla la Mancha;Público;2004707;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
114150;01_SM;0000000443;2017;01_SM;48;918,72;Castilla la Mancha;Público;2000143;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995748
114206;03_SAN;15PROYSAN1;2017;03_SAN;75;1435,5;Castilla la Mancha;Público;2003879;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
114393;05_EDB;15PROYEDB5;2017;05_EDB;60;1148,4;Comunidad Valenciana;Católico;3000965;4;;Ciencias de la naturaleza;4º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,996226
